,Site_ID,Name,State,City,ARP_Latitude,ARP_Longitude,NPIAS_Category,CH_Latitude,CH_Longitude,Distance
1046636,19403.*A,Chiloquin State,Oregon,Chiloquin,42.57931944444445,-121.87901388888888,Reliever,42.570427,-121.881928,0.6324039876373213
1048019,19411.1*A,Cottage Grove State,Oregon,Cottage Grove,43.804069444444444,-123.03211666666667,Reliever,43.804346,-123.045188,0.6524556513048322
1053776,19595.*A,Mcnary Fld,Oregon,Salem,44.909527777777775,-123.0025,Reliever,44.921474,-123.005984,0.8433009466494411
1055111,19571.5*A,Portland-Hillsboro,Oregon,Portland,45.54212222222222,-122.95072222222223,Reliever,45.530018,-122.959141,0.9308196869005155
1055228,19571.5*A,Portland-Hillsboro,Oregon,Portland,45.54212222222222,-122.95072222222223,Reliever,45.55102,-122.939917,0.8074993766127719
1055874,19572.*A,Portland-Troutdale,Oregon,Portland,45.54936111111111,-122.40125,Reliever,45.542955,-122.389731,0.7121559614410806
1056674,19514.*A,Rogue Valley Intl - Medford,Oregon,Medford,42.37496388888889,-122.87328888888888,Small,42.361323,-122.876631,0.9583545289128335
1056824,19589.*A,Roseburg Rgnl,Oregon,Roseburg,43.239336111111115,-123.35584999999999,Reliever,43.226684,-123.355712,0.8746995837474694
1056845,19589.*A,Roseburg Rgnl,Oregon,Roseburg,43.239336111111115,-123.35584999999999,Reliever,43.228342,-123.368717,0.9988401570166837
1063375,20069.11*A,Clarion County,Pennsylvania,Clarion,41.224944444444446,-79.44216666666667,Reliever,41.228814,-79.431538,0.6139790803961348
1067846,20480.2*A,Grove City,Pennsylvania,Grove City,41.146027777777775,-80.16775,Reliever,41.143769,-80.1569,0.5860393110423859
1068087,20503.*A,Harrisburg Intl,Pennsylvania,Harrisburg,40.193191666666664,-76.76261944444444,Small,40.199746,-76.753065,0.678134703349858
1068281,20503.*A,Harrisburg Intl,Pennsylvania,Harrisburg,40.193191666666664,-76.76261944444444,Small,40.196711,-76.761549,0.24978056598577944
1070364,20126.*A,Joseph A Hardy Connellsville,Pennsylvania,Connellsville,39.95905555555556,-79.65741666666668,Reliever,39.96083921221658,-79.65220966403199,0.30221720108130645
1071188,19673.*A,Lehigh Valley Intl,Pennsylvania,Allentown,40.652363888888885,-75.44040555555556,Non-Hub,40.651929,-75.421561,0.988841831064437
1075300,21252.*A,Pittsburgh Intl,Pennsylvania,Pittsburgh,40.491416666666666,-80.23269444444445,Medium,40.503105,-80.223121,0.9519610808116669
1083881,21979.1*A,Newport State,Rhode Island,Newport,41.53243888888889,-71.28154444444445,Reliever,41.525557,-71.274952,0.585454512660349
1083887,21979.1*A,Newport State,Rhode Island,Newport,41.53243888888889,-71.28154444444445,Reliever,41.529574,-71.298611,0.9051686555612997
1083900,21979.1*A,Newport State,Rhode Island,Newport,41.53243888888889,-71.28154444444445,Reliever,41.529583,-71.298645,0.9067499415016544
1083989,22024.*A,Theodore Francis Green State,Rhode Island,Providence,41.72233333333334,-71.42772222222223,Small,41.735569,-71.434732,0.9838953384736319
1085989,22209.*A,Columbia Metro,South Carolina,Columbia,33.93883888888889,-81.1195361111111,Small,33.931815,-81.109327,0.7607052493459342
1087657,22309.*A,Greenville Downtown,South Carolina,Greenville,34.847944444444444,-82.35,Reliever,34.840045,-82.343623,0.6550920981008933
1088502,22210.*A,Jim Hamilton L B Owens,South Carolina,Columbia,33.97047222222223,-80.99525,Reliever,33.971149,-81.007933,0.7286596250495463
1093678,22603.*A,Aberdeen Rgnl,South Dakota,Aberdeen,45.446797222222216,-98.42244166666667,Non-Hub,45.459039,-98.4244865,0.8520947494155028
1095393,22675.1*A,Faulkton Muni,South Dakota,Faulkton,45.03067222222222,-99.11287222222222,Reliever,45.03492,-99.122631,0.5599560099698426
1095407,22675.1*A,Faulkton Muni,South Dakota,Faulkton,45.03067222222222,-99.11287222222222,Reliever,45.034547,-99.125409,0.668514583549998
1099750,22817.*A,Wall Muni,South Dakota,Wall,43.99922222222222,-102.2535,Reliever,43.9941,-102.2422,0.6642396982683456
1109492,23055.*A,Lebanon Muni,Tennessee,Lebanon,36.19041111111111,-86.31569166666667,Reliever,36.188573,-86.326256,0.6029754293154425
1109625,23055.*A,Lebanon Muni,Tennessee,Lebanon,36.19041111111111,-86.31569166666667,Reliever,36.188573,-86.326256,0.6029754293154425
1110090,22899.*A,Lovell Fld,Tennessee,Chattanooga,35.03519444444444,-85.20355555555555,Small,35.029653,-85.187413,0.9908454502550457
1110170,22899.*A,Lovell Fld,Tennessee,Chattanooga,35.03519444444444,-85.20355555555555,Small,35.0386,-85.1959,0.4931651366453902
1112189,23097.*A,Memphis Intl,Tennessee,Memphis,35.04241111111111,-89.97668055555556,Small,35.047344,-89.967716,0.61133913930754
1113743,23121.*A,Nashville Intl,Tennessee,Nashville,36.124475000000004,-86.67818055555556,Medium,36.119875,-86.673747,0.4030216743089769
1113787,23121.*A,Nashville Intl,Tennessee,Nashville,36.124475000000004,-86.67818055555556,Medium,36.131522,-86.669243,0.6974246724326811
1113825,23121.*A,Nashville Intl,Tennessee,Nashville,36.124475000000004,-86.67818055555556,Medium,36.131546,-86.669254,0.6981459647854468
1113826,23121.*A,Nashville Intl,Tennessee,Nashville,36.124475000000004,-86.67818055555556,Medium,36.131455,-86.669214,0.6953622417765725
1113827,23121.*A,Nashville Intl,Tennessee,Nashville,36.124475000000004,-86.67818055555556,Medium,36.13149,-86.669235,0.696201646671673
1114197,22905.*A,Outlaw Fld,Tennessee,Clarksville,36.62186111111111,-87.41494444444444,Reliever,36.6149,-87.430118,0.9697729472249181
1114314,22905.*A,Outlaw Fld,Tennessee,Clarksville,36.62186111111111,-87.41494444444444,Reliever,36.6149,-87.430118,0.9697729472249181
1121385,23307.*A,Alpine-Casparis Muni,Texas,Alpine,30.38422222222222,-103.68358333333333,Reliever,30.3834315,-103.6725685,0.6591686987551839
1141741,23522.2*A,Burnet Muni Kate Craddock Fld,Texas,Burnet,30.73892777777778,-98.23861111111111,Reliever,30.738678,-98.235109,0.20881000051846443
1162228,24072.1*A,Conroe-North Houston Rgnl,Texas,Houston,30.353394444444447,-95.41508333333334,Reliever,30.355741,-95.429249,0.8604889447417341
1173230,23713.*A,Dallas Love Fld,Texas,Dallas,32.84594444444445,-96.85087777777777,Medium,32.8393167425503,-96.8531953544922,0.4775539121864637
1194769,23895.11*A,Fort Worth Spinks,Texas,Fort Worth,32.56513333333333,-97.30843888888889,Reliever,32.570292,-97.3177,0.6467772832410413
