,Site_ID,Name,State,City,ARP_Latitude,ARP_Longitude,NPIAS_Category
700,02338.*A,Taft-Kern County,California,Taft,35.14165833333333,-119.43784166666667,Reliever
701,02341.*A,Tehachapi Muni,California,Tehachapi,35.134994444444445,-118.4393,Reliever
702,02359.*A,Tracy Muni,California,Tracy,37.68889722222222,-121.441575,Reliever
703,02362.1*A,Trinity Center,California,Trinity Center,40.98275,-122.69372222222222,Reliever
704,02363.*A,Trona,California,Trona,35.812666666666665,-117.32691666666666,Reliever
705,02366.*A,Truckee-Tahoe,California,Truckee,39.32005555555556,-120.13958333333333,Reliever
706,02375.*A,Tulelake Muni,California,Tulelake,41.89063888888889,-121.36066666666666,Reliever
707,02376.*A,Turlock Muni,California,Turlock,37.484027777777776,-120.69733333333333,Reliever
708,02379.2*A,Twentynine Palms,California,Twentynine Palms,34.13158333333333,-115.94580555555557,Reliever
709,02383.*A,Ukiah Muni,California,Ukiah,39.12594444444444,-123.20086111111111,Reliever
710,01488.1*A,University,California,Davis,38.53146111111111,-121.78648055555556,Reliever
711,02396.*A,Van Nuys,California,Van Nuys,34.20980555555556,-118.48997222222222,Reliever
712,02413.*A,Visalia Muni,California,Visalia,36.31863888888889,-119.39286111111112,Reliever
714,02422.*A,Wasco-Kern County,California,Wasco,35.61986111111111,-119.35372222222222,Reliever
715,02429.*A,Watsonville Muni,California,Watsonville,36.93572222222222,-121.78963888888889,Reliever
716,02434.*A,Weed,California,Weed,41.480805555555555,-122.45452777777778,Reliever
717,01701.*A,Westover Fld Amador County,California,Jackson,38.376802777777776,-120.79391111111111,Reliever
718,01818.1*A,Whiteman,California,Los Angeles,34.259325,-118.41343333333334,Reliever
719,01882.2*A,William Robert Johnston Muni,California,Mendota,36.75861111111111,-120.37138888888889,Reliever
720,02461.*A,Willows-Glenn County,California,Willows,39.51575555555556,-122.217275,Reliever
721,02463.51*A,Woodlake,California,Woodlake,36.39877777777778,-119.10680555555555,Reliever
722,01488.*A,Yolo County,California,Davis/Woodland/Winters,38.57938888888889,-121.85694444444444,Reliever
723,01873.*A,Yuba County,California,Marysville,39.09777777777778,-121.56983333333334,Reliever
725,02356.1*A,Zamperini Fld,California,Torrance,33.80338333333333,-118.33960833333333,Reliever
726,02517.*A,Aspen-Pitkin County/Sardy Fld,Colorado,Aspen,39.22188888888889,-106.86822222222222,Non-Hub
728,02564.1*A,Blake Fld,Colorado,Delta,38.785602777777775,-108.06201388888888,Reliever
730,02522.*A,Boulder Muni,Colorado,Boulder,40.039366666666666,-105.2260888888889,Reliever
732,02572.*A,Centennial,Colorado,Denver,39.57011944444445,-104.84929444444444,Reliever
733,02530.1*A,Central Colorado Rgnl,Colorado,Buena Vista,38.81419444444444,-106.1206111111111,Reliever
734,02543.*A,City Of Colorado Springs Muni,Colorado,Colorado Springs,38.805813888888885,-104.70077500000001,Small
736,02575.1*A,Colorado Air And Space Port,Colorado,Denver,39.784194444444445,-104.53763888888889,Reliever
737,02503.*A,Colorado Plains Rgnl,Colorado,Akron,40.175638888888884,-103.22202777777778,Reliever
738,02546.1*A,Cortez Muni,Colorado,Cortez,37.303,-108.62805555555555,Reliever
739,02549.*A,Craig-Moffat,Colorado,Craig,40.495222222222225,-107.52166666666666,Reliever
741,02573.*A,Denver Intl,Colorado,Denver,39.861666666666665,-104.67316666666667,Large
742,02586.1*A,Durango-La Plata County,Colorado,Durango,37.15152777777778,-107.75377777777778,Non-Hub
744,02588.*A,Eagle County Rgnl,Colorado,Eagle,39.64275,-106.91594444444445,Non-Hub
745,02596.131*A,Erie Muni,Colorado,Erie,40.01025,-105.04808333333334,Reliever
746,02612.*A,Fort Morgan Muni,Colorado,Fort Morgan,40.33544444444445,-103.80416666666666,Reliever
747,02532.*A,Fremont County,Colorado,Canon City,38.42856111111111,-105.10685555555555,Reliever
749,02623.*A,Granby-Grand County,Colorado,Granby,40.09005555555556,-105.9166388888889,Reliever
750,02624.*A,Grand Junction Rgnl,Colorado,Grand Junction,39.122416666666666,-108.52674999999999,Non-Hub
751,02627.*A,Greeley-Weld County,Colorado,Greeley,40.437416666666664,-104.63322222222222,Reliever
752,02631.*A,Gunnison-Crested Butte Rgnl,Colorado,Gunnison,38.53433333333333,-106.93175000000001,Non-Hub
755,02638.9*A,Holyoke,Colorado,Holyoke,40.56941666666667,-102.27269444444444,Reliever
756,02696.*A,Hopkins Fld,Colorado,Nucla,38.23900277777778,-108.56280555555556,Reliever
758,02531.01*A,Kit Carson County,Colorado,Burlington,39.242511111111114,-102.28537777777778,Reliever
759,02651.*A,La Junta Muni,Colorado,La Junta,38.05,-103.50975,Reliever
760,02660.1*A,Lake County,Colorado,Leadville,39.21947222222222,-106.31641666666667,Reliever
762,02665.1*A,Limon Muni,Colorado,Limon,39.27477777777778,-103.66586111111111,Reliever
763,02649.*A,Mc Elroy Airfield,Colorado,Kremmling,40.053444444444445,-106.36897222222221,Reliever
764,02685.*A,Meeker Coulter Fld,Colorado,Meeker,40.04880555555555,-107.88591666666667,Reliever
766,02690.1*A,Monte Vista Muni,Colorado,Monte Vista,37.52872222222222,-106.04588888888888,Reliever
767,02692.*A,Montrose Rgnl,Colorado,Montrose,38.50980555555556,-107.89425,Non-Hub
768,02603.1*A,Northern Colorado Rgnl,Colorado,Fort Collins/Loveland,40.45182777777778,-105.0113361111111,Reliever
770,02744.*A,Perry Stokes,Colorado,Trinidad,37.25922222222222,-104.34086111111111,Reliever
771,02709.*A,Pueblo Meml,Colorado,Pueblo,38.28994722222222,-104.49802777777778,Non-Hub
772,02710.3*A,Rangely,Colorado,Rangely,40.09397222222223,-108.76305555555555,Reliever
773,02711.*A,Rifle Garfield County,Colorado,Rifle,39.52661111111111,-107.72800000000001,Reliever
774,02569.*A,Rocky Mountain Metro,Colorado,Denver,39.90880555555555,-105.11719444444444,Reliever
776,02719.*A,Salida/Harriett Alexander Fld,Colorado,Salida,38.53827777777778,-106.04861111111111,Reliever
777,02510.*A,San Luis Valley Rgnl/Bergman Fld,Colorado,Alamosa,37.435125,-105.867875,Reliever
779,02654.*A,Southeast Colorado Rgnl,Colorado,Lamar,38.06969444444445,-102.6885,Reliever
780,02751.*A,Spanish Peaks Airfield,Colorado,Walsenburg,37.69660555555555,-104.78480277777777,Reliever
782,02738.*A,Steamboat Springs/Bob Adams Fld,Colorado,Steamboat Springs,40.51625,-106.86630555555556,Reliever
783,02741.*A,Sterling Muni,Colorado,Sterling,40.61429722222223,-103.26426111111111,Reliever
784,02702.1*A,Stevens Fld,Colorado,Pagosa Springs,37.28624722222222,-107.05600833333332,Reliever
785,02742.*A,Telluride Rgnl,Colorado,Telluride,37.95380555555556,-107.90875000000001,Reliever
786,02669.*A,Vance Brand,Colorado,Longmont,40.16438888888889,-105.1636388888889,Reliever
788,02762.*A,Wray Muni,Colorado,Wray,40.10039722222222,-102.24117222222222,Reliever
789,02635.7*A,Yampa Valley,Colorado,Hayden,40.48119444444445,-107.21766666666667,Non-Hub
790,02765.*A,Yuma Muni,Colorado,Yuma,40.10571111111111,-102.71443888888889,Reliever
791,02946.*A,Bradley Intl,Connecticut,Windsor Locks,41.939138888888884,-72.68336111111111,Medium
792,02802.*A,Danbury Muni,Connecticut,Danbury,41.37152777777778,-73.48219444444445,Reliever
793,02803.*A,Danielson,Connecticut,Danielson,41.819750000000006,-71.90097222222222,Reliever
794,02823.*A,Groton-New London,Connecticut,Groton (New London),41.33005555555556,-72.04513888888889,Reliever
795,02827.*A,Hartford-Brainard,Connecticut,Hartford,41.73672222222223,-72.64944444444446,Reliever
796,02785.*A,Igor I Sikorsky Meml,Connecticut,Bridgeport,41.16347222222222,-73.12616666666666,Reliever
797,02844.*A,Meriden Markham Muni,Connecticut,Meriden,41.50871388888889,-72.82947777777777,Reliever
798,02880.*A,Robertson Fld,Connecticut,Plainville,41.68933333333333,-72.86469444444444,Reliever
799,02858.*A,Tweed-New Haven,Connecticut,New Haven,41.26375,-72.88680000000001,Non-Hub
800,02870.3*A,Waterbury-Oxford,Connecticut,Oxford,41.47828055555556,-73.13518333333334,Reliever
801,02944.*A,Windham,Connecticut,Willimantic,41.74402777777778,-72.18022222222223,Reliever
802,03003.*A,Manassas Rgnl/Harry P Davis Fld,Dist. Of Columbia,Washington,38.721022222222224,-77.5151,Reliever
803,03001.*A,Ronald Reagan Washington Ntl,Dist. Of Columbia,Washington,38.851444444444446,-77.03772222222221,Large
804,03002.*A,Washington Dulles Intl,Dist. Of Columbia,Washington,38.94744444444444,-77.45994444444445,Large
805,02967.1*A,Delaware Airpark,Delaware,Dover/Cheswold,39.218694444444445,-75.60047222222222,Reliever
806,02970.*A,Delaware Coastal,Delaware,Georgetown,38.68763333333333,-75.35930555555555,Reliever
807,02999.*A,New Castle,Delaware,Wilmington,39.67870833333333,-75.6066361111111,Reliever
808,03118.*A,Airglades,Florida,Clewiston,26.735169444444445,-81.05106111111111,Reliever
809,03474.*A,Albert Whitted,Florida,St Petersburg,27.765113888888887,-82.62697499999999,Reliever
810,03025.*A,Apalachicola Rgnl-Cleve Randolph Fld,Florida,Apalachicola,29.727549999999997,-85.02737777777777,Reliever
811,03030.*A,Arcadia Muni,Florida,Arcadia,27.195319444444443,-81.83822777777777,Reliever
812,03531.*A,Arthur Dunn Air Park,Florida,Titusville,28.622552777777777,-80.83540833333333,Reliever
813,03042.*A,Avon Park Exec,Florida,Avon Park,27.5913,-81.52896666666666,Reliever
814,03052.*A,Bartow Exec,Florida,Bartow,27.943361111111113,-81.78341666666667,Reliever
815,03054.*A,Belle Glade State Muni,Florida,Belle Glade,26.69818888888889,-80.66024444444444,Reliever
816,03128.1*A,Bob Sikes,Florida,Crestview,30.778830555555555,-86.52211388888888,Reliever
817,03060.*A,Boca Raton,Florida,Boca Raton,26.3785,-80.10769444444443,Reliever
818,03083.*A,Brooksville-Tampa Bay Rgnl,Florida,Brooksville,28.473611111111108,-82.45541666666666,Reliever
820,03057.13*A,Calhoun County,Florida,Blountstown,30.487030555555556,-85.11378611111111,Reliever
822,03250.3*A,Cecil,Florida,Jacksonville,30.218777777777778,-81.87716666666665,Reliever
823,03112.*A,Clearwater Air Park,Florida,Clearwater,27.977213888888887,-82.75905555555556,Reliever
824,03132.*A,Cross City,Florida,Cross City,29.635527777777778,-83.10475,Reliever
825,03135.*A,Crystal River-Capt Tom Davis Fld,Florida,Crystal River,28.867611111111113,-82.57411111111111,Reliever
826,03326.*A,Dade-Collier Training And Transition,Florida,Miami,25.861805555555556,-80.897,Reliever
827,03147.*A,Daytona Beach Intl,Florida,Daytona Beach,29.179916666666667,-81.05805555555555,Non-Hub
828,03153.*A,Defuniak Springs,Florida,Defuniak Springs,30.731111111111108,-86.15377777777779,Reliever
829,03156.*A,Deland Muni-Sidney H Taylor Fld,Florida,Deland,29.067027777777778,-81.28375,Reliever
830,03157.*A,Destin Exec,Florida,Destin,30.400055555555554,-86.47147222222222,Reliever
831,03182.*A,Everglades Airpark,Florida,Everglades,25.84886111111111,-81.39027777777778,Reliever
832,03408.*A,Exec,Florida,Orlando,28.545461111111113,-81.33293055555555,Reliever
833,03186.*A,Fernandina Beach Muni,Florida,Fernandina Beach,30.611833333333333,-81.46119444444444,Reliever
834,03423.3*A,Flagler Exec,Florida,Palm Coast,29.465149999999998,-81.20765,Reliever
835,03194.*A,Fort Lauderdale Exec,Florida,Fort Lauderdale,26.197280555555555,-80.17070555555556,Reliever
836,03192.*A,Fort Lauderdale/Hollywood Intl,Florida,Fort Lauderdale,26.071666666666665,-80.14969444444445,Large
837,03210.*A,Gainesville Rgnl,Florida,Gainesville,29.690055555555556,-82.27177777777777,Non-Hub
838,03102.*A,George T Lewis,Florida,Cedar Key,29.13422222222222,-83.05047222222223,Reliever
839,03250.*A,Herlong Recreational,Florida,Jacksonville,30.27777777777778,-81.80594444444444,Reliever
840,03230.81*A,Hilliard Airpark,Florida,Hilliard,30.685966666666666,-81.90634444444446,Reliever
841,03245.*A,Immokalee Rgnl,Florida,Immokalee,26.433711111111112,-81.40047777777778,Reliever
842,03249.*A,Inverness,Florida,Inverness,28.80361388888889,-82.31829166666667,Reliever
843,03251.*A,Jacksonville Exec At Craig,Florida,Jacksonville,30.336333333333332,-81.51444444444445,Reliever
844,03250.1*A,Jacksonville Intl,Florida,Jacksonville,30.494044444444445,-81.68784722222223,Medium
845,03262.*A,Keystone Heights,Florida,Keystone Heights,29.844749999999998,-82.04752777777777,Reliever
846,03263.*A,Key West Intl,Florida,Key West,24.556119444444445,-81.75995555555555,Non-Hub
847,03407.2*A,Kissimmee Gateway,Florida,Orlando,28.289805555555557,-81.43708333333333,Reliever
848,03270.1*A,La Belle Muni,Florida,La Belle,26.740583333333333,-81.42827777777778,Reliever
849,03279.*A,Lake City Gateway,Florida,Lake City,30.182055555555557,-82.57686111111111,Reliever
850,03283.*A,Lakeland Linder Intl,Florida,Lakeland,27.98763888888889,-82.019,Reliever
851,03288.*A,Lake Wales Muni,Florida,Lake Wales,27.89321111111111,-81.62145833333332,Reliever
852,03298.*A,Leesburg Intl,Florida,Leesburg,28.82288888888889,-81.80841666666666,Reliever
853,03315.44*A,Marco Island Exec,Florida,Marco Island,25.99502777777778,-81.67252777777779,Reliever
854,03319.*A,Marianna Muni,Florida,Marianna,30.83822222222222,-85.18222222222222,Reliever
855,03169.*A,Marion County,Florida,Dunnellon,29.061766666666667,-82.37661944444444,Reliever
856,03321.*A,Melbourne Intl,Florida,Melbourne,28.10275,-80.64525,Non-Hub
857,03323.*A,Merritt Island,Florida,Merritt Island,28.34161111111111,-80.68547222222223,Reliever
858,03325.1*A,Miami Exec,Florida,Miami,25.64756388888889,-80.43322500000001,Reliever
859,03242.1*A,Miami Homestead General Aviation,Florida,Homestead,25.499230555555556,-80.55424444444444,Reliever
860,03333.*A,Miami Intl,Florida,Miami,25.795361111111113,-80.29011666666666,Large
861,03339.*A,Miami-Opa Locka Exec,Florida,Miami,25.907416666666666,-80.27822222222223,Reliever
862,03379.*A,Naples Muni,Florida,Naples,26.152441666666665,-81.77563888888889,Reliever
863,03387.*A,New Smyrna Beach Muni,Florida,New Smyrna Beach,29.055694444444445,-80.94891666666668,Reliever
864,03468.*A,Northeast Florida Rgnl,Florida,St Augustine,29.959252777777778,-81.33973333333333,Reliever
865,03554.2*A,North Palm Beach County General Aviation,Florida,West Palm Beach,26.845916666666664,-80.22233333333334,Reliever
866,03236.*A,North Perry,Florida,Hollywood,26.00122222222222,-80.24072222222222,Reliever
867,03430.3*A,Northwest Florida Beaches Intl,Florida,Panama City,30.358241666666668,-85.79560277777777,Small
868,03394.*A,Ocala Intl-Jim Taylor Fld,Florida,Ocala,29.17187777777778,-82.2241138888889,Reliever
869,03396.*A,Okeechobee County,Florida,Okeechobee,27.266583333333333,-80.85038888888889,Reliever
870,03407.*A,Orlando Intl,Florida,Orlando,28.42938888888889,-81.309,Large
871,03407.1*A,Orlando Sanford Intl,Florida,Orlando,28.777177777777776,-81.23491388888888,Small
872,03411.*A,Ormond Beach Muni,Florida,Ormond Beach,29.30113888888889,-81.11380555555554,Reliever
873,03198.*A,Page Fld,Florida,Fort Myers,26.58661111111111,-81.86325,Reliever
874,03421.*A,Palatka Muni - Lt Kay Larkin Fld,Florida,Palatka,29.658383333333333,-81.68950277777778,Reliever
875,03419.1*A,Palm Beach County Glades,Florida,Pahokee,26.78502777777778,-80.69336111111112,Reliever
876,03555.1*A,Palm Beach County Park,Florida,West Palm Beach,26.593055555555555,-80.08506388888888,Reliever
877,03555.*A,Palm Beach Intl,Florida,West Palm Beach,26.68316111111111,-80.09559166666666,Medium
878,03435.*A,Pensacola Intl,Florida,Pensacola,30.473416666666665,-87.18661111111112,Small
879,03442.*A,Perry-Foley,Florida,Perry,30.07081388888889,-83.58154444444445,Reliever
880,03519.*A,Peter O Knight,Florida,Tampa,27.915444444444443,-82.44938888888889,Reliever
881,03351.*A,Peter Prince Fld,Florida,Milton,30.637619444444443,-86.99365277777778,Reliever
883,03446.*A,Plant City,Florida,Plant City,28.000166666666665,-82.16330555555557,Reliever
884,03451.*A,Pompano Beach Airpark,Florida,Pompano Beach,26.247400000000003,-80.11120833333332,Reliever
885,03455.*A,Punta Gorda,Florida,Punta Gorda,26.918591666666668,-81.99088611111111,Small
886,03459.*A,Quincy Muni,Florida,Quincy,30.59788611111111,-84.55744166666666,Reliever
887,03484.*A,Sarasota/Bradenton Intl,Florida,Sarasota/Bradenton,27.395444444444443,-82.55438888888888,Small
888,03489.1*A,Sebastian Muni,Florida,Sebastian,27.81325,-80.49558333333333,Reliever
889,03493.*A,Sebring Rgnl,Florida,Sebring,27.45638888888889,-81.34238888888889,Reliever
890,03198.2*A,Southwest Florida Intl,Florida,Fort Myers,26.53616666666667,-81.75516666666667,Medium
891,03532.*A,Space Coast Rgnl,Florida,Titusville,28.514805555555554,-80.79922222222223,Reliever
892,03475.*A,St Pete-Clearwater Intl,Florida,St Petersburg-Clearwater,27.90863333333333,-82.68651111111112,Small
893,03305.1*A,Suwannee County,Florida,Live Oak,30.30038888888889,-83.0243888888889,Reliever
894,03509.1*A,Tallahassee Intl,Florida,Tallahassee,30.396755555555554,-84.35086944444444,Non-Hub
895,03513.1*A,Tampa Exec,Florida,Tampa,28.013986111111112,-82.34525833333333,Reliever
896,03513.*A,Tampa Intl,Florida,Tampa,27.97547222222222,-82.53325,Large
897,03314.*A,The Florida Keys Marathon Intl,Florida,Marathon,24.72619444444444,-81.0513611111111,Reliever
898,03202.*A,Treasure Coast Intl,Florida,Fort Pierce,27.497472222222225,-80.37263888888889,Reliever
899,03063.51*A,Tri-County,Florida,Bonifay,30.84388611111111,-85.60175,Reliever
900,03533.3*A,Umatilla Muni,Florida,Umatilla,28.924219444444446,-81.6518138888889,Reliever
901,03533.8*A,Valkaria,Florida,Valkaria,27.960866666666664,-80.55832777777778,Reliever
902,03538.*A,Venice Muni,Florida,Venice,27.07161111111111,-82.44033333333334,Reliever
903,03540.*A,Vero Beach Rgnl,Florida,Vero Beach,27.655555555555555,-80.41794444444444,Non-Hub
905,03546.1*A,Wauchula Muni,Florida,Wauchula,27.514916666666668,-81.88047222222221,Reliever
906,03559.*A,Williston Muni,Florida,Williston,29.35460555555556,-82.47056388888889,Reliever
907,03570.*A,Winter Haven Rgnl,Florida,Winter Haven,28.062916666666666,-81.75330555555556,Reliever
908,03507.*A,Witham Fld,Florida,Stuart,27.181700000000003,-80.22129444444445,Reliever
909,03577.*A,Zephyrhills Muni,Florida,Zephyrhills,28.227999999999998,-82.156,Reliever
910,03637.*A,Athens/Ben Epps,Georgia,Athens,33.94863888888889,-83.32591666666666,Reliever
911,03640.23*A,Atlanta Rgnl Falcon Fld,Georgia,Atlanta,33.35772222222222,-84.57252777777778,Reliever
912,03825.52*A,Atlanta Speedway,Georgia,Hampton,33.38990555555556,-84.33103333333332,Reliever
913,03650.*A,Augusta Rgnl At Bush Fld,Georgia,Augusta,33.36994444444444,-81.9645,Non-Hub
914,03619.*A,Bacon County,Georgia,Alma,31.536055555555556,-82.50655277777778,Reliever
915,03920.*A,Baldwin County Rgnl,Georgia,Milledgeville,33.154225,-83.24140277777778,Reliever
916,04109.*A,Barrow County,Georgia,Winder,33.98268888888889,-83.66721666666668,Reliever
917,03860.*A,Barwick Lafayette,Georgia,Lafayette,34.688402777777775,-85.29035277777777,Reliever
918,03657.1*A,Baxley Muni,Georgia,Baxley,31.713833333333334,-82.39377777777779,Reliever
919,03938.1*A,Berrien County,Georgia,Nashville,31.212544444444443,-83.22525555555556,Reliever
920,03666.*A,Blairsville,Georgia,Blairsville,34.85443055555556,-83.99731944444444,Reliever
921,03937.5*A,Brantley County,Georgia,Nahunta,31.206083333333332,-81.906,Reliever
922,03683.*A,Brunswick Golden Isles,Georgia,Brunswick,31.259033333333335,-81.46631666666667,Non-Hub
923,04099.1*A,Burke County,Georgia,Waynesboro,33.04083611111111,-82.00426388888889,Reliever
924,03688.*A,Butler Muni,Georgia,Butler,32.56823611111111,-84.24668888888888,Reliever
925,03700.*A,Cairo-Grady County,Georgia,Cairo,30.88797222222222,-84.15472222222223,Reliever
926,03703.*A,Camilla-Mitchell County,Georgia,Camilla,31.213166666666666,-84.23522222222222,Reliever
927,03709.1*A,Cartersville,Georgia,Cartersville,34.12314722222222,-84.84870555555555,Reliever
928,03703.9*A,Cherokee County Rgnl,Georgia,Canton,34.312219444444445,-84.42215277777778,Reliever
929,03721.7*A,Claxton-Evans County,Georgia,Claxton,32.195052777777775,-81.86948055555555,Reliever
930,03642.*A,Cobb County Intl-Mccollum Fld,Georgia,Atlanta,34.01316666666666,-84.59702777777777,Reliever
931,03724.*A,Cochran,Georgia,Cochran,32.40066111111111,-83.27840833333333,Reliever
932,03728.*A,Columbus,Georgia,Columbus,32.516333333333336,-84.93886111111111,Non-Hub
933,03611.*A,Cook County,Georgia,Adel,31.136758333333333,-83.45422222222223,Reliever
934,03641.*A,Covington Muni,Georgia,Atlanta,33.632247222222226,-83.84661944444444,Reliever
935,03737.*A,Crisp County-Cordele,Georgia,Cordele,31.988833333333336,-83.77391666666666,Reliever
936,03928.*A,Cy Nunnally Meml,Georgia,Monroe,33.78252777777778,-83.69280555555557,Reliever
937,03752.*A,Dalton Muni,Georgia,Dalton,34.72293888888889,-84.87024166666666,Reliever
938,03646.*A,Daniel Fld,Georgia,Augusta,33.46658333333334,-82.0393888888889,Reliever
940,03756.*A,Dawson Muni,Georgia,Dawson,31.74328888888889,-84.41929166666667,Reliever
941,03653.*A,Decatur County Industrial Air Park,Georgia,Bainbridge,30.971597222222222,-84.63692777777779,Reliever
942,03643.*A,Dekalb-Peachtree,Georgia,Atlanta,33.87600277777778,-84.30203055555555,Reliever
943,03758.*A,Donalsonville Muni,Georgia,Donalsonville,31.006508333333333,-84.8776361111111,Reliever
944,03760.*A,Douglas Muni,Georgia,Douglas,31.47673888888889,-82.86056666666666,Reliever
945,03930.1*A,Dr C P Savage Sr.,Georgia,Montezuma,32.303063888888886,-84.00746666666667,Reliever
946,03668.1*A,Early County,Georgia,Blakely,31.397508333333334,-84.89479722222222,Reliever
947,04026.*A,East Georgia Rgnl,Georgia,Swainsboro,32.60913888888889,-82.36994444444444,Reliever
948,03781.1*A,Elbert County-Patz Fld,Georgia,Elberton,34.09538888888889,-82.81747222222222,Reliever
949,03791.*A,Fitzgerald Muni,Georgia,Fitzgerald,31.683905555555555,-83.27090277777778,Reliever
950,03703.6*A,Franklin County,Georgia,Canon,34.340361111111115,-83.13080555555555,Reliever
951,03639.*A,Fulton County Exec/Charlie Brown Fld,Georgia,Atlanta,33.779127777777774,-84.52136666666667,Reliever
952,03782.5*A,Gilmer County,Georgia,Ellijay,34.628194444444446,-84.52655555555556,Reliever
953,03819.*A,Greene County Rgnl,Georgia,Greensboro,33.597969444444445,-83.13826111111112,Reliever
954,03820.*A,Griffin-Spalding County,Georgia,Griffin,33.22697222222222,-84.27494444444444,Reliever
955,03869.2*A,Gwinnett County - Briscoe Fld,Georgia,Lawrenceville,33.978075000000004,-83.96237777777777,Reliever
956,03738.5*A,Habersham County,Georgia,Cornelia,34.499852777777775,-83.55666388888889,Reliever
957,03958.26*A,Harris County,Georgia,Pine Mountain,32.840694444444445,-84.88244444444443,Reliever
958,03640.*A,Hartsfield - Jackson Atlanta Intl,Georgia,Atlanta,33.6367,-84.4278638888889,Large
960,03834.*A,Hazlehurst,Georgia,Hazlehurst,31.885188888888887,-82.64789166666667,Reliever
961,03772.2*A,Heart Of Georgia Rgnl,Georgia,Eastman,32.21638888888889,-83.12866666666666,Reliever
962,04057.*A,Henry Tift Myers,Georgia,Tifton,31.429555555555556,-83.48922222222222,Reliever
963,03841.*A,Homerville,Georgia,Homerville,31.05688888888889,-82.77527777777777,Reliever
964,03854.1*A,Jackson County,Georgia,Jefferson,34.176138888888886,-83.56169444444444,Reliever
965,03855.4*A,Jekyll Island,Georgia,Jekyll Island,31.074472222222223,-81.42777777777778,Reliever
966,03857.2*A,Jesup-Wayne County,Georgia,Jesup,31.553972222222225,-81.8825,Reliever
967,03623.*A,Jimmy Carter Rgnl,Georgia,Americus,32.11080555555556,-84.18886111111111,Reliever
968,03987.2*A,Kaolin Fld,Georgia,Sandersville,32.966375,-82.83748888888888,Reliever
969,03862.*A,Lagrange-Callaway,Georgia,Lagrange,33.00915,-85.07320277777778,Reliever
970,03805.*A,Lee Gilmer Meml,Georgia,Gainesville,34.27262777777778,-83.830225,Reliever
971,03880.3*A,Louisville Muni,Georgia,Louisville,32.98594444444444,-82.38480555555556,Reliever
972,03747.*A,Lower Chattahoochee Rgnl,Georgia,Cuthbert,31.701888888888888,-84.82697222222222,Reliever
974,03901.*A,Macon Downtown,Georgia,Macon,32.821763888888896,-83.56193611111111,Reliever
975,03904.1*A,Madison Muni,Georgia,Madison,33.612125,-83.46044444444445,Reliever
977,03916.*A,Metter Muni,Georgia,Metter,32.37397222222222,-82.08144444444444,Reliever
978,03902.*A,Middle Georgia Rgnl,Georgia,Macon,32.69283333333333,-83.64922222222224,Non-Hub
979,03922.1*A,Millen,Georgia,Millen,32.893027777777775,-81.96522222222222,Reliever
980,03935.*A,Moultrie Muni,Georgia,Moultrie,31.085580555555556,-83.80280833333333,Reliever
981,03941.5*A,Newnan Coweta County,Georgia,Atlanta,33.311566666666664,-84.76975555555555,Reliever
982,03750.01*A,Paulding Northwest Atlanta,Georgia,Atlanta,33.91204444444444,-84.94061944444445,Reliever
983,03956.*A,Perry-Houston County,Georgia,Perry,32.51058333333334,-83.76733333333333,Reliever
984,03847.1*A,Pickens County,Georgia,Jasper,34.453472222222224,-84.45722222222223,Reliever
985,04029.*A,Plantation Airpark,Georgia,Sylvania,32.64552222222222,-81.5966111111111,Reliever
986,03712.1*A,Polk County/Cornelius Moore Fld,Georgia,Cedartown,34.01869444444444,-85.14647222222223,Reliever
987,03959.*A,Quitman Brooks County,Georgia,Quitman,30.805183333333336,-83.58906666666667,Reliever
988,03974.*A,Richard B Russell Rgnl - J H Towers Fld,Georgia,Rome,34.35077777777778,-85.15866666666668,Reliever
989,04086.*A,Roosevelt Meml,Georgia,Warm Springs,32.9385,-84.69644444444445,Reliever
990,03992.*A,Savannah/Hilton Head Intl,Georgia,Savannah,32.127583333333334,-81.2021388888889,Small
991,03616.*A,Southwest Georgia Rgnl,Georgia,Albany,31.53552777777778,-84.19447222222223,Non-Hub
993,04017.*A,Statesboro-Bulloch County,Georgia,Statesboro,32.48275,-81.73694444444445,Reliever
994,04024.19*A,St Simons Island,Georgia,St Simons Island,31.151966666666667,-81.39105833333333,Reliever
995,03962.11*A,Swinton Smith Fld At Reidsville Muni,Georgia,Reidsville,32.059486111111106,-82.15357777777778,Reliever
996,04031.2*A,Sylvester,Georgia,Sylvester,31.557155555555557,-83.89403611111112,Reliever
997,03898.2*A,Telfair-Wheeler,Georgia,Mc Rae,32.09699444444445,-82.87940833333333,Reliever
998,04047.*A,Thomaston-Upson County,Georgia,Thomaston,32.95500277777778,-84.26408611111111,Reliever
999,04051.*A,Thomasville Rgnl,Georgia,Thomasville,30.90147222222222,-83.88144444444444,Reliever
1000,04055.1*A,Thomson-Mcduffie County,Georgia,Thomson,33.52972222222222,-82.51694444444445,Reliever
1001,04059.*A,Toccoa Rg Letourneau Fld,Georgia,Toccoa,34.59281111111111,-83.29637222222222,Reliever
1002,03701.1*A,Tom B David Fld,Georgia,Calhoun,34.45538888888889,-84.93916666666667,Reliever
1004,03633.1*A,Turner County,Georgia,Ashburn,31.68761111111111,-83.63294444444443,Reliever
1005,04071.*A,Valdosta Rgnl,Georgia,Valdosta,30.78137222222222,-83.27621944444445,Non-Hub
1006,04074.*A,Vidalia Rgnl,Georgia,Vidalia,32.192722222222216,-82.37116666666665,Reliever
